,Sample_ID,Year,Country,Continent,Azithromycin mic,Ciprofloxacin mic,Ceftriaxone mic,Cefixime mic,Azithromycin log mic,Ciprofloxacin log mic,Ceftriaxone log mic,Cefixime log mic,Azithromycin sr,Ciprofloxacin sr,Ceftriaxone sr,Cefixime sr
1262,17428_6#90,2013.0,Portugal,Europe,0.38,0.008,0.003,0.016,-1.395928676,-6.965784285,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1263,17428_7#1,2013.0,Portugal,Europe,0.38,32.0,0.023,0.016,-1.395928676,5.0,-5.442222329,-5.965784285,0.0,1.0,0.0,0.0
1264,17428_7#10,2013.0,Portugal,Europe,0.094,0.003,0.002,0.016,-3.411195433,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1265,17428_7#11,2013.0,Portugal,Europe,0.125,3.0,0.016,0.016,-3.0,1.584962501,-5.965784285,-5.965784285,0.0,1.0,0.0,0.0
1266,17428_7#12,2013.0,Portugal,Europe,0.047,0.003,0.002,0.016,-4.411195433,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1267,17428_7#13,2013.0,Portugal,Europe,0.125,3.0,0.002,0.016,-3.0,1.584962501,-8.965784285,-5.965784285,0.0,1.0,0.0,0.0
1268,17428_7#14,2013.0,Portugal,Europe,1.5,0.006,0.003,0.016,0.584962501,-7.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1269,17428_7#15,2013.0,Portugal,Europe,0.125,32.0,0.003,0.016,-3.0,5.0,-8.380821784,-5.965784285,0.0,1.0,0.0,0.0
1270,17428_7#16,2013.0,Portugal,Europe,0.5,32.0,0.023,0.016,-1.0,5.0,-5.442222329,-5.965784285,0.0,1.0,0.0,0.0
1271,17428_7#17,2013.0,Portugal,Europe,0.75,0.003,0.003,0.016,-0.415037499,-8.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1272,17428_7#18,2013.0,Portugal,Europe,0.125,0.003,0.002,0.016,-3.0,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1273,17428_7#19,2013.0,Portugal,Europe,0.75,0.004,0.002,0.016,-0.415037499,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1274,17428_7#2,2013.0,Portugal,Europe,0.19,3.0,0.003,0.016,-2.395928676,1.584962501,-8.380821784,-5.965784285,0.0,1.0,0.0,0.0
1275,17428_7#20,2013.0,Spain,Europe,0.03,0.007,0.0003,0.007,-5.058893689,-7.158429363,-11.70274988,-7.158429363,0.0,0.0,0.0,0.0
1276,17428_7#21,2013.0,Spain,Europe,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
1277,17428_7#22,2013.0,Spain,Europe,0.25,0.007,0.015,0.06,-2.0,-7.158429363,-6.058893689,-4.058893689,0.0,0.0,0.0,0.0
1278,17428_7#23,2013.0,Spain,Europe,0.25,16.0,0.03,0.03,-2.0,4.0,-5.058893689,-5.058893689,0.0,1.0,0.0,0.0
1279,17428_7#24,2013.0,Spain,Europe,0.06,2.0,0.003,0.015,-4.058893689,1.0,-8.380821784,-6.058893689,0.0,1.0,0.0,0.0
1280,17428_7#25,2013.0,Spain,Europe,0.06,16.0,0.007,0.03,-4.058893689,4.0,-7.158429363,-5.058893689,0.0,1.0,0.0,0.0
1281,17428_7#26,2013.0,Spain,Europe,2.0,0.007,0.003,0.015,1.0,-7.158429363,-8.380821784,-6.058893689,0.0,0.0,0.0,0.0
1282,17428_7#27,2013.0,Spain,Europe,0.25,16.0,0.06,0.12,-2.0,4.0,-4.058893689,-3.058893689,0.0,1.0,0.0,0.0
1283,17428_7#28,2013.0,Spain,Europe,0.5,0.015,0.007,0.06,-1.0,-6.058893689,-7.158429363,-4.058893689,0.0,0.0,0.0,0.0
1284,17428_7#29,2013.0,Spain,Europe,0.25,32.0,0.03,0.06,-2.0,5.0,-5.058893689,-4.058893689,0.0,1.0,0.0,0.0
1285,17428_7#3,2013.0,Portugal,Europe,0.75,32.0,0.023,0.016,-0.415037499,5.0,-5.442222329,-5.965784285,0.0,1.0,0.0,0.0
1286,17428_7#30,2013.0,Spain,Europe,0.5,32.0,0.25,0.5,-1.0,5.0,-2.0,-1.0,0.0,1.0,0.0,0.0
1287,17428_7#31,2013.0,Spain,Europe,0.12,0.007,0.0007,0.007,-3.058893689,-7.158429363,-10.48035746,-7.158429363,0.0,0.0,0.0,0.0
1288,17428_7#32,2013.0,Spain,Europe,0.5,0.007,0.015,0.03,-1.0,-7.158429363,-6.058893689,-5.058893689,0.0,0.0,0.0,0.0
1289,17428_7#33,2013.0,Spain,Europe,0.25,0.007,0.007,0.03,-2.0,-7.158429363,-7.158429363,-5.058893689,0.0,0.0,0.0,0.0
1290,17428_7#34,2013.0,Spain,Europe,0.5,32.0,0.06,0.25,-1.0,5.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
1291,17428_7#35,2013.0,Spain,Europe,0.25,16.0,0.03,0.06,-2.0,4.0,-5.058893689,-4.058893689,0.0,1.0,0.0,0.0
1292,17428_7#36,2013.0,Spain,Europe,0.12,0.007,0.015,0.03,-3.058893689,-7.158429363,-6.058893689,-5.058893689,0.0,0.0,0.0,0.0
1293,17428_7#37,2013.0,Spain,Europe,0.25,0.003,0.003,0.12,-2.0,-8.380821784,-8.380821784,-3.058893689,0.0,0.0,0.0,0.0
1294,17428_7#38,2013.0,Spain,Europe,8.0,32.0,0.03,0.12,3.0,5.0,-5.058893689,-3.058893689,1.0,1.0,0.0,0.0
1295,17428_7#39,2013.0,Spain,Europe,8.0,32.0,0.03,0.25,3.0,5.0,-5.058893689,-2.0,1.0,1.0,0.0,0.0
1296,17428_7#4,2013.0,Portugal,Europe,0.064,0.003,0.003,0.016,-3.965784285,-8.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1297,17428_7#40,2013.0,Spain,Europe,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
1298,17428_7#41,2013.0,Spain,Europe,0.25,8.0,0.015,0.12,-2.0,3.0,-6.058893689,-3.058893689,0.0,1.0,0.0,0.0
1299,17428_7#42,2013.0,Spain,Europe,0.25,0.007,0.03,0.06,-2.0,-7.158429363,-5.058893689,-4.058893689,0.0,0.0,0.0,0.0
1300,17428_7#43,2013.0,Spain,Europe,0.25,0.007,0.03,0.12,-2.0,-7.158429363,-5.058893689,-3.058893689,0.0,0.0,0.0,0.0
1301,17428_7#44,2013.0,Spain,Europe,0.5,0.007,0.015,0.06,-1.0,-7.158429363,-6.058893689,-4.058893689,0.0,0.0,0.0,0.0
1302,17428_7#45,2013.0,Spain,Europe,0.12,0.007,0.007,0.015,-3.058893689,-7.158429363,-7.158429363,-6.058893689,0.0,0.0,0.0,0.0
1303,17428_7#46,2013.0,Spain,Europe,0.06,0.007,0.015,0.03,-4.058893689,-7.158429363,-6.058893689,-5.058893689,0.0,0.0,0.0,0.0
1304,17428_7#47,2013.0,Spain,Europe,0.5,0.015,0.03,0.06,-1.0,-6.058893689,-5.058893689,-4.058893689,0.0,0.0,0.0,0.0
1305,17428_7#48,2013.0,Spain,Europe,0.12,0.007,0.0007,0.03,-3.058893689,-7.158429363,-10.48035746,-5.058893689,0.0,0.0,0.0,0.0
1306,17428_7#49,2013.0,Spain,Europe,0.5,0.015,0.06,0.12,-1.0,-6.058893689,-4.058893689,-3.058893689,0.0,0.0,0.0,0.0
1307,17428_7#5,2013.0,Portugal,Europe,0.38,0.006,0.003,0.016,-1.395928676,-7.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1308,17428_7#50,2013.0,Spain,Europe,8.0,32.0,0.03,0.06,3.0,5.0,-5.058893689,-4.058893689,1.0,1.0,0.0,0.0
1309,17428_7#51,2013.0,Spain,Europe,0.25,4.0,0.015,0.03,-2.0,2.0,-6.058893689,-5.058893689,0.0,1.0,0.0,0.0
1310,17428_7#52,2013.0,Spain,Europe,0.25,4.0,0.015,0.03,-2.0,2.0,-6.058893689,-5.058893689,0.0,1.0,0.0,0.0
1311,17428_7#53,2013.0,Spain,Europe,0.25,4.0,0.015,0.06,-2.0,2.0,-6.058893689,-4.058893689,0.0,1.0,0.0,0.0
1312,17428_7#54,2013.0,Spain,Europe,0.25,32.0,0.03,0.12,-2.0,5.0,-5.058893689,-3.058893689,0.0,1.0,0.0,0.0
1313,17428_7#55,2013.0,Spain,Europe,0.5,32.0,0.03,0.12,-1.0,5.0,-5.058893689,-3.058893689,0.0,1.0,0.0,0.0
1314,17428_7#56,2013.0,Spain,Europe,0.25,16.0,0.06,0.06,-2.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
1315,17428_7#57,2013.0,Spain,Europe,0.25,16.0,0.03,0.06,-2.0,4.0,-5.058893689,-4.058893689,0.0,1.0,0.0,0.0
1316,17428_7#58,2013.0,Spain,Europe,0.25,16.0,0.06,0.06,-2.0,4.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
1317,17428_7#59,2013.0,Spain,Europe,0.25,0.007,0.015,0.06,-2.0,-7.158429363,-6.058893689,-4.058893689,0.0,0.0,0.0,0.0
1318,17428_7#6,2013.0,Portugal,Europe,1.5,0.012,0.006,0.023,0.584962501,-6.380821784,-7.380821784,-5.442222329,0.0,0.0,0.0,0.0
1319,17428_7#60,2013.0,Spain,Europe,0.25,16.0,0.03,0.06,-2.0,4.0,-5.058893689,-4.058893689,0.0,1.0,0.0,0.0
1320,17428_7#61,2013.0,Spain,Europe,0.12,0.007,0.007,0.015,-3.058893689,-7.158429363,-7.158429363,-6.058893689,0.0,0.0,0.0,0.0
1321,17428_7#62,2013.0,Spain,Europe,0.06,0.007,0.003,0.015,-4.058893689,-7.158429363,-8.380821784,-6.058893689,0.0,0.0,0.0,0.0
1322,17428_7#63,2013.0,Spain,Europe,0.25,32.0,0.06,0.06,-2.0,5.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
1323,17428_7#64,2013.0,Spain,Europe,0.5,0.015,0.06,0.12,-1.0,-6.058893689,-4.058893689,-3.058893689,0.0,0.0,0.0,0.0
1324,17428_7#65,2013.0,Spain,Europe,0.25,32.0,0.06,0.12,-2.0,5.0,-4.058893689,-3.058893689,0.0,1.0,0.0,0.0
1325,17428_7#66,2013.0,Spain,Europe,8.0,32.0,0.06,0.06,3.0,5.0,-4.058893689,-4.058893689,1.0,1.0,0.0,0.0
1326,17428_7#67,2013.0,Spain,Europe,0.5,0.007,0.007,0.03,-1.0,-7.158429363,-7.158429363,-5.058893689,0.0,0.0,0.0,0.0
1327,17428_7#68,2013.0,Spain,Europe,1.0,0.015,0.03,0.06,0.0,-6.058893689,-5.058893689,-4.058893689,0.0,0.0,0.0,0.0
1328,17428_7#69,2013.0,Spain,Europe,0.5,16.0,0.03,0.12,-1.0,4.0,-5.058893689,-3.058893689,0.0,1.0,0.0,0.0
1329,17428_7#7,2013.0,Portugal,Europe,0.125,0.003,0.002,0.016,-3.0,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1330,17428_7#70,2013.0,Spain,Europe,0.12,8.0,0.03,0.06,-3.058893689,3.0,-5.058893689,-4.058893689,0.0,1.0,0.0,0.0
1331,17428_7#71,2013.0,Spain,Europe,0.25,0.007,0.015,0.12,-2.0,-7.158429363,-6.058893689,-3.058893689,0.0,0.0,0.0,0.0
1332,17428_7#72,2013.0,Spain,Europe,0.25,32.0,0.03,0.12,-2.0,5.0,-5.058893689,-3.058893689,0.0,1.0,0.0,0.0
1333,17428_7#73,2013.0,Spain,Europe,0.25,0.007,0.007,0.03,-2.0,-7.158429363,-7.158429363,-5.058893689,0.0,0.0,0.0,0.0
1334,17428_7#74,2013.0,Spain,Europe,0.5,32.0,0.5,0.5,-1.0,5.0,-1.0,-1.0,0.0,1.0,0.0,0.0
1335,17428_7#75,2013.0,Spain,Europe,0.12,32.0,0.06,0.12,-3.058893689,5.0,-4.058893689,-3.058893689,0.0,1.0,0.0,0.0
1336,17428_7#76,2013.0,Spain,Europe,0.12,0.094,0.015,0.03,-3.058893689,-3.411195433,-6.058893689,-5.058893689,0.0,0.0,0.0,0.0
1337,17428_7#77,2013.0,Spain,Europe,0.5,32.0,0.06,0.06,-1.0,5.0,-4.058893689,-4.058893689,0.0,1.0,0.0,0.0
1338,17428_7#78,2013.0,Spain,Europe,0.5,32.0,0.03,0.06,-1.0,5.0,-5.058893689,-4.058893689,0.0,1.0,0.0,0.0
1339,17428_7#79,2013.0,Spain,Europe,0.5,0.007,0.007,0.03,-1.0,-7.158429363,-7.158429363,-5.058893689,0.0,0.0,0.0,0.0
1340,17428_7#8,2013.0,Portugal,Europe,0.5,3.0,0.003,0.016,-1.0,1.584962501,-8.380821784,-5.965784285,0.0,1.0,0.0,0.0
1341,17428_7#80,2013.0,Spain,Europe,0.25,16.0,0.06,0.12,-2.0,4.0,-4.058893689,-3.058893689,0.0,1.0,0.0,0.0
1342,17428_7#81,2013.0,Spain,Europe,0.25,0.004,0.06,0.12,-2.0,-7.965784285,-4.058893689,-3.058893689,0.0,0.0,0.0,0.0
1343,17428_7#82,2013.0,Spain,Europe,0.25,16.0,0.023,0.032,-2.0,4.0,-5.442222329,-4.965784285,0.0,1.0,0.0,0.0
1344,17428_7#83,2013.0,Spain,Europe,0.5,16.0,0.06,0.25,-1.0,4.0,-4.058893689,-2.0,0.0,1.0,0.0,0.0
1345,17428_7#84,2013.0,Spain,Europe,0.5,32.0,0.12,0.5,-1.0,5.0,-3.058893689,-1.0,0.0,1.0,0.0,0.0
1346,17428_7#85,2013.0,Spain,Europe,0.12,1.0,0.007,0.007,-3.058893689,0.0,-7.158429363,-7.158429363,0.0,0.0,0.0,0.0
1347,17428_7#86,2013.0,Spain,Europe,0.25,16.0,0.06,0.12,-2.0,4.0,-4.058893689,-3.058893689,0.0,1.0,0.0,0.0
1348,17428_7#87,2013.0,Spain,Europe,0.25,16.0,0.06,0.12,-2.0,4.0,-4.058893689,-3.058893689,0.0,1.0,0.0,0.0
1349,17428_7#88,2013.0,France,Europe,0.25,6.0,0.004,0.016,-2.0,2.584962501,-7.965784285,-5.965784285,0.0,1.0,0.0,0.0
1350,17428_7#89,2013.0,France,Europe,0.19,0.008,0.003,0.016,-2.395928676,-6.965784285,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1351,17428_7#9,2013.0,Portugal,Europe,0.38,6.0,0.003,0.016,-1.395928676,2.584962501,-8.380821784,-5.965784285,0.0,1.0,0.0,0.0
1352,17428_7#90,2013.0,France,Europe,0.25,32.0,0.032,0.047,-2.0,5.0,-4.965784285,-4.411195433,0.0,1.0,0.0,0.0
1353,17651_3#1,2013.0,France,Europe,0.19,32.0,0.023,0.047,-2.395928676,5.0,-5.442222329,-4.411195433,0.0,1.0,0.0,0.0
1354,17651_3#10,2013.0,France,Europe,0.094,3.0,0.002,0.016,-3.411195433,1.584962501,-8.965784285,-5.965784285,0.0,1.0,0.0,0.0
1355,17651_3#11,2013.0,France,Europe,0.125,0.008,0.004,0.016,-3.0,-6.965784285,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
1356,17651_3#12,2013.0,France,Europe,0.38,32.0,0.032,0.023,-1.395928676,5.0,-4.965784285,-5.442222329,0.0,1.0,0.0,0.0
1357,17651_3#13,2013.0,France,Europe,0.25,32.0,0.064,0.125,-2.0,5.0,-3.965784285,-3.0,0.0,1.0,0.0,0.0
1358,17651_3#14,2013.0,France,Europe,0.38,32.0,0.064,0.125,-1.395928676,5.0,-3.965784285,-3.0,0.0,1.0,0.0,0.0
1359,17651_3#15,2013.0,France,Europe,0.25,0.016,0.012,0.023,-2.0,-5.965784285,-6.380821784,-5.442222329,0.0,0.0,0.0,0.0
1360,17651_3#16,2013.0,France,Europe,0.125,0.008,0.004,0.016,-3.0,-6.965784285,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
1361,17651_3#17,2013.0,France,Europe,0.19,32.0,0.032,0.047,-2.395928676,5.0,-4.965784285,-4.411195433,0.0,1.0,0.0,0.0
1362,17651_3#18,2013.0,France,Europe,0.25,32.0,0.023,0.023,-2.0,5.0,-5.442222329,-5.442222329,0.0,1.0,0.0,0.0
1363,17651_3#19,2013.0,France,Europe,0.19,32.0,0.064,0.19,-2.395928676,5.0,-3.965784285,-2.395928676,0.0,1.0,0.0,0.0
1364,17651_3#2,2013.0,France,Europe,0.023,0.006,0.002,0.016,-5.442222329,-7.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1365,17651_3#20,2013.0,France,Europe,0.064,0.006,0.004,0.016,-3.965784285,-7.380821784,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
1366,17651_3#21,2013.0,France,Europe,0.047,0.004,0.002,0.016,-4.411195433,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1367,17651_3#22,2013.0,France,Europe,0.094,0.008,0.003,0.016,-3.411195433,-6.965784285,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1368,17651_3#23,2013.0,France,Europe,0.064,0.008,0.004,0.016,-3.965784285,-6.965784285,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
1369,17651_3#24,2013.0,France,Europe,0.064,0.006,0.002,0.016,-3.965784285,-7.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1370,17651_3#25,2013.0,France,Europe,0.5,32.0,0.094,0.19,-1.0,5.0,-3.411195433,-2.395928676,0.0,1.0,0.0,0.0
1371,17651_3#26,2013.0,France,Europe,0.064,0.006,0.002,0.016,-3.965784285,-7.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1372,17651_3#27,2013.0,France,Europe,0.19,0.006,0.003,0.016,-2.395928676,-7.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1373,17651_3#28,2013.0,France,Europe,0.19,3.0,0.004,0.016,-2.395928676,1.584962501,-7.965784285,-5.965784285,0.0,1.0,0.0,0.0
1374,17651_3#29,2013.0,France,Europe,0.094,0.004,0.002,0.016,-3.411195433,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1375,17651_3#3,2013.0,France,Europe,0.19,24.0,0.032,0.047,-2.395928676,4.584962501,-4.965784285,-4.411195433,0.0,1.0,0.0,0.0
1376,17651_3#30,2013.0,France,Europe,0.38,0.008,0.004,0.016,-1.395928676,-6.965784285,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
1377,17651_3#31,2013.0,France,Europe,0.5,0.003,0.012,0.016,-1.0,-8.380821784,-6.380821784,-5.965784285,0.0,0.0,0.0,0.0
1378,17651_3#32,2013.0,France,Europe,0.125,0.004,0.002,0.016,-3.0,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1379,17651_3#33,2013.0,France,Europe,0.19,4.0,0.002,0.016,-2.395928676,2.0,-8.965784285,-5.965784285,0.0,1.0,0.0,0.0
1380,17651_3#34,2013.0,France,Europe,0.19,0.006,0.002,0.016,-2.395928676,-7.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1381,17651_3#35,2013.0,France,Europe,0.25,0.006,0.002,0.016,-2.0,-7.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1382,17651_3#36,2013.0,France,Europe,0.094,0.008,0.003,0.016,-3.411195433,-6.965784285,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1383,17651_3#37,2013.0,France,Europe,0.094,0.006,0.003,0.016,-3.411195433,-7.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1384,17651_3#38,2013.0,France,Europe,0.064,0.006,0.002,0.016,-3.965784285,-7.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1385,17651_3#39,2013.0,France,Europe,0.25,4.0,0.004,0.016,-2.0,2.0,-7.965784285,-5.965784285,0.0,1.0,0.0,0.0
1386,17651_3#4,2013.0,France,Europe,0.25,32.0,0.047,0.047,-2.0,5.0,-4.411195433,-4.411195433,0.0,1.0,0.0,0.0
1387,17651_3#40,2013.0,France,Europe,0.047,1.0,0.006,0.016,-4.411195433,0.0,-7.380821784,-5.965784285,0.0,0.0,0.0,0.0
1388,17651_3#41,2013.0,France,Europe,0.047,0.004,0.004,0.016,-4.411195433,-7.965784285,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
1389,17651_3#42,2013.0,France,Europe,0.19,3.0,0.003,0.016,-2.395928676,1.584962501,-8.380821784,-5.965784285,0.0,1.0,0.0,0.0
1390,17651_3#43,2013.0,France,Europe,0.25,4.0,0.016,0.023,-2.0,2.0,-5.965784285,-5.442222329,0.0,1.0,0.0,0.0
1391,17651_3#44,2013.0,France,Europe,0.25,12.0,0.003,0.016,-2.0,3.584962501,-8.380821784,-5.965784285,0.0,1.0,0.0,0.0
1392,17651_3#45,2013.0,France,Europe,0.032,1.0,0.003,0.016,-4.965784285,0.0,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1393,17651_3#46,2013.0,France,Europe,0.19,0.006,0.003,0.016,-2.395928676,-7.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1394,17651_3#47,2013.0,France,Europe,0.032,0.5,0.002,0.016,-4.965784285,-1.0,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1395,17651_3#48,2013.0,France,Europe,0.25,32.0,0.012,0.016,-2.0,5.0,-6.380821784,-5.965784285,0.0,1.0,0.0,0.0
1396,17651_3#49,2013.0,France,Europe,0.19,0.25,0.002,0.016,-2.395928676,-2.0,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1397,17651_3#5,2013.0,France,Europe,0.094,32.0,0.047,0.047,-3.411195433,5.0,-4.411195433,-4.411195433,0.0,1.0,0.0,0.0
1398,17651_3#50,2013.0,France,Europe,0.5,32.0,0.047,0.125,-1.0,5.0,-4.411195433,-3.0,0.0,1.0,0.0,0.0
1399,17651_3#51,2013.0,France,Europe,0.125,1.5,0.008,0.016,-3.0,0.584962501,-6.965784285,-5.965784285,0.0,1.0,0.0,0.0
1400,17651_3#52,2013.0,France,Europe,0.25,32.0,0.023,0.047,-2.0,5.0,-5.442222329,-4.411195433,0.0,1.0,0.0,0.0
1401,17651_3#53,2013.0,France,Europe,0.25,0.006,0.003,0.016,-2.0,-7.380821784,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1402,17651_3#54,2013.0,France,Europe,0.19,12.0,0.003,0.016,-2.395928676,3.584962501,-8.380821784,-5.965784285,0.0,1.0,0.0,0.0
1403,17651_3#6,2013.0,France,Europe,0.25,24.0,0.016,0.023,-2.0,4.584962501,-5.965784285,-5.442222329,0.0,1.0,0.0,0.0
1404,17651_3#7,2013.0,France,Europe,0.094,32.0,0.047,0.19,-3.411195433,5.0,-4.411195433,-2.395928676,0.0,1.0,0.0,0.0
1405,17651_3#8,2013.0,France,Europe,0.38,0.008,0.012,0.023,-1.395928676,-6.965784285,-6.380821784,-5.442222329,0.0,0.0,0.0,0.0
1406,17651_3#9,2013.0,France,Europe,0.047,0.004,0.002,0.016,-4.411195433,-7.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1407,17794_3#45,2013.0,UK,Europe,0.25,0.03,0.002,0.004,-2.0,-5.058893689,-8.965784285,-7.965784285,0.0,0.0,0.0,0.0
1408,17794_3#46,2013.0,UK,Europe,0.25,0.03,0.002,0.008,-2.0,-5.058893689,-8.965784285,-6.965784285,0.0,0.0,0.0,0.0
1409,17794_3#47,2013.0,UK,Europe,0.25,0.03,0.004,0.008,-2.0,-5.058893689,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
1410,17794_3#48,2013.0,UK,Europe,0.25,0.03,0.004,0.008,-2.0,-5.058893689,-7.965784285,-6.965784285,0.0,0.0,0.0,0.0
1411,17794_3#49,2013.0,UK,Europe,0.125,8.0,0.004,0.008,-3.0,3.0,-7.965784285,-6.965784285,0.0,1.0,0.0,0.0
1413,18090_3#38,2013.0,Italy,Europe,0.016,16.0,0.047,0.023,-5.965784285,4.0,-4.411195433,-5.442222329,0.0,1.0,0.0,0.0
1414,18090_3#39,2013.0,Italy,Europe,0.016,32.0,0.047,0.094,-5.965784285,5.0,-4.411195433,-3.411195433,0.0,1.0,0.0,0.0
1415,18090_3#40,2013.0,Italy,Europe,0.016,32.0,0.023,0.016,-5.965784285,5.0,-5.442222329,-5.965784285,0.0,1.0,0.0,0.0
1430,18090_3#55,2013.0,Belgium,Europe,0.06,0.004,0.001,0.002,-4.058893689,-7.965784285,-9.965784285,-8.965784285,0.0,0.0,0.0,0.0
1438,18623_5#41,2013.0,UK,Europe,0.25,16.0,0.008,0.016,-2.0,4.0,-6.965784285,-5.965784285,0.0,1.0,0.0,0.0
1688,10356_1#1,1998.0,Brasil,America,0.032,0.002,0.002,0.016,-4.965784285,-8.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1689,10356_1#10,2008.0,Brasil,America,0.125,0.19,0.012,0.016,-3.0,-2.395928676,-6.380821784,-5.965784285,0.0,0.0,0.0,0.0
1690,10356_1#11,2008.0,Chile,America,0.75,6.0,0.023,0.016,-0.415037499,2.584962501,-5.442222329,-5.965784285,0.0,1.0,0.0,0.0
1691,10356_1#12,2008.0,Ecuador,America,0.064,0.006,0.006,0.016,-3.965784285,-7.380821784,-7.380821784,-5.965784285,0.0,0.0,0.0,0.0
1692,10356_1#15,1998.0,USA,America,0.125,32.0,0.004,0.016,-3.0,5.0,-7.965784285,-5.965784285,0.0,1.0,0.0,0.0
1693,10356_1#16,1998.0,USA,America,0.094,0.002,0.004,0.016,-3.411195433,-8.965784285,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
1694,10356_1#17,1998.0,USA,America,0.094,0.002,0.002,0.016,-3.411195433,-8.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1695,10356_1#18,1998.0,USA,America,0.125,0.003,0.004,0.016,-3.0,-8.380821784,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
1696,10356_1#19,1998.0,USA,America,0.064,0.002,0.003,0.016,-3.965784285,-8.965784285,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1697,10356_1#2,1998.0,Caribbean,America,0.023,0.002,0.002,0.016,-5.442222329,-8.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1698,10356_1#21,2003.0,USA,America,0.25,32.0,0.125,0.38,-2.0,5.0,-3.0,-1.395928676,0.0,1.0,0.0,0.0
1699,10356_1#22,1986.0,UK,Europe,0.094,0.003,0.004,0.016,-3.411195433,-8.380821784,-7.965784285,-5.965784285,0.0,0.0,0.0,0.0
1700,10356_1#23,1989.0,UK,Europe,0.19,0.002,0.003,0.016,-2.395928676,-8.965784285,-8.380821784,-5.965784285,0.0,0.0,0.0,0.0
1701,10356_1#24,1989.0,UK,Europe,0.047,0.002,0.006,0.016,-4.411195433,-8.965784285,-7.380821784,-5.965784285,0.0,0.0,0.0,0.0
1702,10356_1#25,1989.0,UK,Europe,0.032,0.002,0.008,0.016,-4.965784285,-8.965784285,-6.965784285,-5.965784285,0.0,0.0,0.0,0.0
1703,10356_1#26,1990.0,UK,Europe,0.094,0.003,0.002,0.016,-3.411195433,-8.380821784,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1704,10356_1#27,1993.0,UK,Europe,0.094,0.002,0.002,0.016,-3.411195433,-8.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
1705,10356_1#28,1993.0,UK,Europe,0.032,0.002,0.002,0.016,-4.965784285,-8.965784285,-8.965784285,-5.965784285,0.0,0.0,0.0,0.0
